id,adm,name,class,gender,school,school_id
mock_7268e10c_G9B_009,MOCK-7268-G9B-009,"Martin Odhiambo Mutua","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_010,MOCK-7268-G9B-010,"Lucy Juma Owino","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_011,MOCK-7268-G9B-011,"Valentine Kibet Barasa","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_012,MOCK-7268-G9B-012,"Duncan Nyokabi Were","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_013,MOCK-7268-G9B-013,"Michael Kibet Barasa","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_014,MOCK-7268-G9B-014,"Mercy Ochieng Owino","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_015,MOCK-7268-G9B-015,"Patrick Ochieng Juma","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_016,MOCK-7268-G9B-016,"Duncan Rotich Owino","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_017,MOCK-7268-G9B-017,"Esther Nyokabi Cheruiyot","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_018,MOCK-7268-G9B-018,"Stephen Mbugua Chebet","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_019,MOCK-7268-G9B-019,"Purity Kipchoge Gitau","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_020,MOCK-7268-G9B-020,"Gideon Odhiambo Were","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_021,MOCK-7268-G9B-021,"Elvis Wambui Mutua","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_022,MOCK-7268-G9B-022,"Brenda Wairimu Kariuki","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_023,MOCK-7268-G9B-023,"Beatrice Chepkemoi Onyango","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_024,MOCK-7268-G9B-024,"Sharon Njeri Akinyi","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_025,MOCK-7268-G9B-025,"Sharon Nyambura Mutiso","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_026,MOCK-7268-G9B-026,"Mitchelle Cheruiyot Odhiambo","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_027,MOCK-7268-G9B-027,"Samuel Karanja Auma","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_028,MOCK-7268-G9B-028,"Faith Njoroge Gitau","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_029,MOCK-7268-G9B-029,"George Were Nyambura","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_030,MOCK-7268-G9B-030,"Janet Nyambura Simiyu","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_031,MOCK-7268-G9B-031,"Linet Kiplagat Njoroge","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_032,MOCK-7268-G9B-032,"Martin Akinyi Atieno","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_033,MOCK-7268-G9B-033,"Felix Nyokabi Nyokabi","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_034,MOCK-7268-G9B-034,"Joy Otieno Wanjiru","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_035,MOCK-7268-G9B-035,"Pauline Rotich Njoroge","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_036,MOCK-7268-G9B-036,"Eric Ochieng Wairimu","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_037,MOCK-7268-G9B-037,"Linet Atieno Kariuki","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_038,MOCK-7268-G9B-038,"George Mutiso Were","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_039,MOCK-7268-G9B-039,"Dennis Auma Njeri","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_040,MOCK-7268-G9B-040,"Dennis Wafula Mbugua","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_041,MOCK-7268-G9B-041,"Janet Rotich Gitau","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_042,MOCK-7268-G9B-042,"Felix Chebet Wafula","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_043,MOCK-7268-G9B-043,"Pauline Chebet Njoroge","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_044,MOCK-7268-G9B-044,"Gideon Akinyi Gitau","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_045,MOCK-7268-G9B-045,"Faith Kamau Akinyi","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_046,MOCK-7268-G9B-046,"Michael Njeri Chepkemoi","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_047,MOCK-7268-G9B-047,"Mercy Cheruiyot Simiyu","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_048,MOCK-7268-G9B-048,"Esther Owino Wairimu","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_049,MOCK-7268-G9B-049,"Cornelius Chebet Simiyu","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_050,MOCK-7268-G9B-050,"Winnie Karanja Odhiambo","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_051,MOCK-7268-G9B-051,"Caroline Auma Barasa","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_052,MOCK-7268-G9B-052,"George Wambui Atieno","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_053,MOCK-7268-G9B-053,"Dennis Simiyu Nyambura","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_054,MOCK-7268-G9B-054,"Stephen Odhiambo Simiyu","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_055,MOCK-7268-G9B-055,"Charles Auma Omondi","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_056,MOCK-7268-G9B-056,"Sharon Adhiambo Akinyi","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_057,MOCK-7268-G9B-057,"Linet Ochieng Otieno","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_058,MOCK-7268-G9B-058,"Collins Rotich Wambui","Grade 9 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_059,MOCK-7268-G9B-059,"Janet Kariuki Achieng","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G9B_060,MOCK-7268-G9B-060,"Lucy Gitau Akinyi","Grade 9 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_001,MOCK-7268-G10A-001,"Winnie Ochieng Onyango","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_002,MOCK-7268-G10A-002,"Lydia Onyango Auma","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_003,MOCK-7268-G10A-003,"Samuel Korir Kamau","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_004,MOCK-7268-G10A-004,"Joy Mbugua Juma","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_005,MOCK-7268-G10A-005,"Winnie Chepkemoi Nyokabi","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_006,MOCK-7268-G10A-006,"Brayan Omondi Chepkemoi","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_007,MOCK-7268-G10A-007,"Sylvia Atieno Kiplagat","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_008,MOCK-7268-G10A-008,"Pauline Korir Onyango","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_009,MOCK-7268-G10A-009,"Anthony Chepkemoi Chebet","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_010,MOCK-7268-G10A-010,"Mercy Auma Kariuki","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_011,MOCK-7268-G10A-011,"Anthony Kiplagat Onyango","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_012,MOCK-7268-G10A-012,"Valentine Juma Njoroge","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_013,MOCK-7268-G10A-013,"Allan Owino Simiyu","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_014,MOCK-7268-G10A-014,"George Barasa Atieno","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_015,MOCK-7268-G10A-015,"Victor Cheruiyot Akinyi","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_016,MOCK-7268-G10A-016,"Charles Mwangi Kariuki","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_017,MOCK-7268-G10A-017,"Vincent Karanja Kamau","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_018,MOCK-7268-G10A-018,"Eric Wafula Mbugua","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_019,MOCK-7268-G10A-019,"Rose Kipchoge Cheruiyot","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_020,MOCK-7268-G10A-020,"Joseph Mbugua Adhiambo","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_021,MOCK-7268-G10A-021,"Sylvia Chepkemoi Rotich","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_022,MOCK-7268-G10A-022,"Gideon Njeri Adhiambo","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_023,MOCK-7268-G10A-023,"Duncan Wairimu Mbugua","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_024,MOCK-7268-G10A-024,"Anthony Simiyu Akinyi","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_025,MOCK-7268-G10A-025,"Dennis Kariuki Mwangi","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_026,MOCK-7268-G10A-026,"Elvis Cheruiyot Were","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_027,MOCK-7268-G10A-027,"Janet Karanja Gitau","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_028,MOCK-7268-G10A-028,"Dennis Mutua Omondi","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_029,MOCK-7268-G10A-029,"Christine Rotich Gitau","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_030,MOCK-7268-G10A-030,"Rose Njoroge Karanja","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_031,MOCK-7268-G10A-031,"Brayan Maina Wanjiru","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_032,MOCK-7268-G10A-032,"Victor Nyokabi Kibet","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_033,MOCK-7268-G10A-033,"Joy Odhiambo Gitau","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_034,MOCK-7268-G10A-034,"Cynthia Maina Chepkemoi","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_035,MOCK-7268-G10A-035,"Eric Gitau Nyambura","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_036,MOCK-7268-G10A-036,"Mitchelle Nyokabi Nyambura","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_037,MOCK-7268-G10A-037,"Grace Kariuki Korir","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_038,MOCK-7268-G10A-038,"Lucy Chebet Achieng","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_039,MOCK-7268-G10A-039,"Eunice Mutiso Owino","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_040,MOCK-7268-G10A-040,"Sharon Maina Rotich","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_041,MOCK-7268-G10A-041,"Caroline Kipchoge Maina","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_042,MOCK-7268-G10A-042,"Lydia Nyokabi Nyambura","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_043,MOCK-7268-G10A-043,"Stephen Mutua Onyango","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_044,MOCK-7268-G10A-044,"Stephen Onyango Gitau","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_045,MOCK-7268-G10A-045,"Mercy Juma Njoroge","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_046,MOCK-7268-G10A-046,"Peter Mutiso Mwangi","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_047,MOCK-7268-G10A-047,"Stella Chepkemoi Njeri","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_048,MOCK-7268-G10A-048,"Vincent Adhiambo Kibet","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_049,MOCK-7268-G10A-049,"Faith Auma Odhiambo","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_050,MOCK-7268-G10A-050,"Stella Nyambura Chebet","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_051,MOCK-7268-G10A-051,"Janet Wafula Achieng","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_052,MOCK-7268-G10A-052,"Victor Akinyi Barasa","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_053,MOCK-7268-G10A-053,"Stella Simiyu Kibet","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_054,MOCK-7268-G10A-054,"Eric Kariuki Otieno","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_055,MOCK-7268-G10A-055,"Vincent Kibet Njoroge","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_056,MOCK-7268-G10A-056,"Stella Nyambura Were","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_057,MOCK-7268-G10A-057,"Patrick Juma Kibet","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_058,MOCK-7268-G10A-058,"Sharon Karanja Kibet","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_059,MOCK-7268-G10A-059,"Rose Omondi Mutiso","Grade 10 A",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10A_060,MOCK-7268-G10A-060,"Kevin Karanja Njoroge","Grade 10 A",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_001,MOCK-7268-G10B-001,"Samuel Njeri Akinyi","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_002,MOCK-7268-G10B-002,"Daniel Karanja Maina","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_003,MOCK-7268-G10B-003,"Joy Njoroge Korir","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_004,MOCK-7268-G10B-004,"Felix Rotich Omondi","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_005,MOCK-7268-G10B-005,"Esther Njeri Auma","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_006,MOCK-7268-G10B-006,"Kevin Mutua Njoroge","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_007,MOCK-7268-G10B-007,"Joy Adhiambo Korir","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_008,MOCK-7268-G10B-008,"Valentine Atieno Karanja","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_009,MOCK-7268-G10B-009,"Valentine Mutua Atieno","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_010,MOCK-7268-G10B-010,"Faith Mutua Achieng","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_011,MOCK-7268-G10B-011,"Cynthia Karanja Njeri","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_012,MOCK-7268-G10B-012,"Nancy Owino Omondi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_013,MOCK-7268-G10B-013,"Lucy Kibet Chebet","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_014,MOCK-7268-G10B-014,"Doreen Wanjiru Atieno","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_015,MOCK-7268-G10B-015,"Brayan Kibet Nyokabi","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_016,MOCK-7268-G10B-016,"Gideon Wambui Korir","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_017,MOCK-7268-G10B-017,"Brenda Simiyu Wanjiru","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_018,MOCK-7268-G10B-018,"Victor Wafula Akinyi","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_019,MOCK-7268-G10B-019,"Pauline Karanja Rotich","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_020,MOCK-7268-G10B-020,"Lucy Owino Mwangi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_021,MOCK-7268-G10B-021,"Purity Kibet Auma","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_022,MOCK-7268-G10B-022,"Eunice Mbugua Karanja","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_023,MOCK-7268-G10B-023,"Christine Kipchoge Omondi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_024,MOCK-7268-G10B-024,"Esther Wambui Akinyi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_025,MOCK-7268-G10B-025,"Charles Omondi Chepkemoi","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_026,MOCK-7268-G10B-026,"Vincent Nyambura Korir","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_027,MOCK-7268-G10B-027,"Lydia Adhiambo Rotich","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_028,MOCK-7268-G10B-028,"Kevin Juma Omondi","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_029,MOCK-7268-G10B-029,"Peter Wairimu Maina","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_030,MOCK-7268-G10B-030,"Stella Rotich Were","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_031,MOCK-7268-G10B-031,"Brenda Onyango Omondi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_032,MOCK-7268-G10B-032,"Cynthia Nyokabi Cheruiyot","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_033,MOCK-7268-G10B-033,"Brian Onyango Adhiambo","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_034,MOCK-7268-G10B-034,"Cynthia Wanjiru Mwangi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_035,MOCK-7268-G10B-035,"Cornelius Kibet Wambui","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_036,MOCK-7268-G10B-036,"Cynthia Chebet Mbugua","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_037,MOCK-7268-G10B-037,"Samuel Nyambura Ochieng","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_038,MOCK-7268-G10B-038,"Ian Owino Njoroge","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_039,MOCK-7268-G10B-039,"Daniel Wanjiru Njoroge","Grade 10 B",Male,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_040,MOCK-7268-G10B-040,"Linet Maina Karanja","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_041,MOCK-7268-G10B-041,"Doreen Mbugua Akinyi","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_042,MOCK-7268-G10B-042,"Joy Chepkemoi Barasa","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_043,MOCK-7268-G10B-043,"Lydia Wafula Adhiambo","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
mock_7268e10c_G10B_044,MOCK-7268-G10B-044,"Joy Maina Maina","Grade 10 B",Female,"Mbita High School",7268e10c-fab7-4f2f-b839-75df1ae7a920
